Coordinates,Name,Type,Address,Opening Hours,Cuisine_1,Cuisine_2,Street,Bezirk,PLZ
"[52.53827, 13.20316]",Restaurant 28 Spandau Berlin,Restaurant,Jüdenstraße 28 Spandau 13597 Berlin,Tue-Sun: 12:00 - 22:00,German,,Jüdenstraße 28,Spandau,13597
"[52.54762, 13.18521]",Falken-Eck,Bar/Pub,Falkenseer Chaussee 30 Falkenhagener Feld 13583 Berlin,,,,Falkenseer Chaussee 30 Falkenhagener,Feld,13583
"[52.53657, 13.18998]",Zur Spitze,Restaurant,Seegefelder Straße 47 Spandau 13583 Berlin,,,,Seegefelder Straße 47,Spandau,13583
"[52.53812, 13.2024]",Döner 99,Restaurant,Moritzstraße 5 Spandau 13597 Berlin,,Turkish,Middle Eastern,Moritzstraße 5,Spandau,13597
"[52.53676, 13.20239]",MR.Croissant Spandau,Restaurant,CarlSchurzStraße 27 Spandau 13597 Berlin,Mon-Sat: 07:00 - 22:00 Sun: 08:00 - 22:00,Crêperie,,CarlSchurzStraße 27,Spandau,13597
"[52.55164, 13.18443]",Dioklecijan Split,Restaurant,Pionierstraße 51 Falkenhagener Feld 13589 Berlin,Mon-Sun: 11:30 - 23:00,International,German,Pionierstraße 51 Falkenhagener,Feld,13589
"[52.53773, 13.20227]",Pho & More,Restaurant,Jüdenstraße 17 Spandau 13597 Berlin,Tue-Sat: 12:00 - 21:00 Sun: 14:00 - 21:00,,,Jüdenstraße 17,Spandau,13597
"[52.53716, 13.20346]",Holsteiner Raucherkate,Food & Drink,CarlSchurzStraße 36 Spandau 13597 Berlin,Mon-Fri: 08:30 - 19:00 Sat: 08:30 - 16:00,German,,CarlSchurzStraße 36,Spandau,13597
"[52.53735, 13.20317]",Eli Eis Eismanufaktur,Restaurant,CarlSchurzStraße 35 Spandau 13597 Berlin,,Italian,,CarlSchurzStraße 35,Spandau,13597
"[52.5397, 13.20601]",Restaurant/Bar Meilenstein,Restaurant,Am Juliusturm 104 Spandau 13597 Berlin,"Mon-Thu: 09:00 - 01:00, 09:00 - 01:00 Fri, Sat: 09:00 - 02:00, 09:00 - 02:00 Sun: 10:00 - 01:00, 10:00 - 01:00",,,Am Juliusturm 104,Spandau,13597
"[52.53819, 13.20225]",Restaurant Alt-Spandau,Restaurant,Moritzstraße 7 Spandau 13597 Berlin,"Mon-Thu, Sun: 11:30 - 22:00 Fri, Sat: 11:30 - 22:30",German,,Moritzstraße 7,Spandau,13597
"[52.53835, 13.20723]",Macao,Restaurant,Breite Straße 37 Spandau 13597 Berlin,Mon-Sun: 12:00 - 22:00,Chinese - Cantonese,Asian,Breite Straße 37,Spandau,13597
"[52.54511, 13.20759]",Pizzeria la Familia Spandau,Restaurant,Neuendorfer Straße 91 Spandau 13585 Berlin,,Pizza,Italian,Neuendorfer Straße 91,Spandau,13585
"[52.538625, 13.206035]",Mila,Restaurant,Am Juliusturm 17 Spandau 13597 Berlin,Mon-Sun: 11:30 - 23:59,International,Balkan,Am Juliusturm 17,Spandau,13597
"[52.53983, 13.20654]",Weinstuben am Kolk,Restaurant,Hoher Steinweg 5 Spandau 13597 Berlin,Tue-Sun: 12:00 - 00:00,Mediterranean,Italian,Hoher Steinweg 5,Spandau,13597
"[52.53749, 13.20341]",BURGER KING,Restaurant,CarlSchurzStraße 37 Spandau 13597 Berlin,"Mon-Thu: 09:00 - 23:00 Fri, Sat: 09:00 - 23:59 Sun: 11:00 - 23:00",,,CarlSchurzStraße 37,Spandau,13597
"[52.53804, 13.20295]",Waffelzimmer Spandau,Restaurant,Jüdenstraße Spandau 13597 Berlin,Mon-Sun: 12:00 - 23:00,,,Jüdenstraße,Spandau,13597
"[52.53827, 13.20316]",Little Roti,Restaurant,Jüdenstraße 28 Spandau 13597 Berlin,"Mon-Thu: 12:00 - 20:00 Fri, Sat: 11:00 - 22:00 Sun: 11:00 - 20:00",Asian,Indian,Jüdenstraße 28,Spandau,13597
"[52.5469, 13.20954]",Kochkunst,Restaurant,Neuendorfer Straße 25 Hakenfelde 13585 Berlin,,International,,Neuendorfer Straße 25,Hakenfelde,13585
"[52.53801, 13.20213]",Zaim Falafel,Restaurant,Moritzstraße 18 Spandau 13597 Berlin,,Lebanese,Middle Eastern,Moritzstraße 18,Spandau,13597
"[52.53661, 13.20522]",Huyen Quang,Restaurant,Breite Straße 20 Spandau 13597 Berlin,Mon-Sat: 11:30 - 21:30 Sun: 13:00 - 21:00,Asian,Japanese - Sushi,Breite Straße 20,Spandau,13597
"[52.53661, 13.20473]",La Bottega,Restaurant,Breite Straße 56 Spandau 13597 Berlin,Mon-Sun: 09:00 - 23:59,Mediterranean,Pizza,Breite Straße 56,Spandau,13597
"[52.53873, 13.20478]",Trattoria Risposo,Restaurant,CarlSchurzStraße 53 Spandau 13597 Berlin,"Mon, Tue, Thu, Sat, Sun: 12:00 - 23:00 Fri: 16:00 - 23:00",Pizza,Italian,CarlSchurzStraße 53,Spandau,13597
"[52.53735, 13.18775]",Minaki Sushi&Asia Food,Restaurant,Seegefelder Straße 65 Spandau 13583 Berlin,,Asian,Japanese - Sushi,Seegefelder Straße 65,Spandau,13583
"[52.53851, 13.20271]",Victoria Celtic Pub,Bar/Pub,Ritterstraße 9 Spandau 13597 Berlin,"Mon, Fri, Sat: 16:00 - 18:00 Tue-Thu: 16:00 - 23:00 Sun: 16:00 - 22:00",,,Ritterstraße 9,Spandau,13597
"[52.53799, 13.20505]",Altstadt Cafe,Restaurant,Reformationsplatz 3 Spandau 13597 Berlin,Mon-Sat: 09:00 - 19:00 Sun: 10:00 - 19:00,,,Reformationsplatz 3,Spandau,13597
"[52.53884, 13.19968]",Grillhaus Anatolien,Restaurant,Moritzstraße 11 Spandau 13597 Berlin,Mon-Sun: 09:00 - 14:00,Turkish,Middle Eastern,Moritzstraße 11,Spandau,13597
"[52.54952, 13.21058]",Bowl Arena Spandau,Sport Facility/Venue,Neuendorfer Straße 39 Hakenfelde 13585 Berlin,Mon-Thu: 12:00 - 00:00 Fri: 12:00 - 02:00 Sat: 10:00 - 02:00 Sun: 09:00 - 23:00,American,Vegetarian,Neuendorfer Straße 39,Hakenfelde,13585
"[52.53808, 13.20651]",Pizzeria Isola Verde,Restaurant,Breite Straße 46 Spandau 13597 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,Italian,Breite Straße 46,Spandau,13597
"[52.53793, 13.20293]",Prima Luna,Restaurant,Moritzstraße 3 Spandau 13597 Berlin,Mon-Sun: 09:00 - 21:45,Pizza,Italian,Moritzstraße 3,Spandau,13597
"[52.53896, 13.20605]",My Ha,Restaurant,Havelstraße 12 Spandau 13597 Berlin,"Mon-Thu: 11:30 - 21:30 Fri, Sat: 11:30 - 22:00 Sun: 12:30 - 21:30",Asian,Japanese - Sushi,Havelstraße 12,Spandau,13597
"[52.53896, 13.20605]",Mephisto,Restaurant,Havelstraße 12 Spandau 13597 Berlin,Mon-Sun: 19:00 - 02:00,,,Havelstraße 12,Spandau,13597
"[52.53876, 13.20556]",Sankt Nikolai Café,Restaurant,Reformationsplatz 12 Spandau 13597 Berlin,,German,,Reformationsplatz 12,Spandau,13597
"[52.53773, 13.20227]",Pizza Hot & Fresh,Restaurant,Jüdenstraße 17 Spandau 13597 Berlin,"Mon, Wed-Sun: 11:00 - 23:00 Tue: 11:00 - 23:00, 23:59 - 23:59",American,Hot Dogs,Jüdenstraße 17,Spandau,13597
"[52.53873, 13.20478]",Ruspina II,Restaurant,CarlSchurzStraße 53 Spandau 13597 Berlin,Mon-Sun: 11:00 - 00:00,Mediterranean,Pizza,CarlSchurzStraße 53,Spandau,13597
"[52.55104, 13.19986]",Pizza Hot & Fresh,Restaurant,Schönwalder Straße 69 Spandau 13585 Berlin,Mon-Sun: 12:00 - 22:30,Pizza,,Schönwalder Straße 69,Spandau,13585
"[52.53691, 13.18914]",Die Leckerei,Restaurant,Seegefelder Straße 55 Spandau 13583 Berlin,,Turkish,German,Seegefelder Straße 55,Spandau,13583
"[52.55034, 13.18506]",Gut und Böse Café,Restaurant,Zeppelinstraße 7 Falkenhagener Feld 13583 Berlin,,,,Zeppelinstraße 7 Falkenhagener,Feld,13583
"[52.54501, 13.20868]",Café Hangôver,Going Out,Triftstraße 2 Spandau 13585 Berlin,,,,Triftstraße 2,Spandau,13585
"[52.55171, 13.19964]",Shisha Café Sandmann,Going Out,Schönwalder Straße 65 Spandau 13585 Berlin,,,,Schönwalder Straße 65,Spandau,13585
"[52.54851, 13.20851]",Mevlana Grill,Restaurant,Kurstraße 22 Spandau 13585 Berlin,,,,Kurstraße 22,Spandau,13585
"[52.53603, 13.20441]",Altstadt Spandau la Buggatta,Restaurant,Breite Straße Spandau 13597 Berlin,,Pizza,,Breite Straße,Spandau,13597
"[52.53661, 13.20522]",Phuong Dong,Restaurant,Breite Straße 20 Spandau 13597 Berlin,Mon-Sat: 11:00 - 22:00 Sun: 12:00 - 22:00,Asian,Thai,Breite Straße 20,Spandau,13597
"[52.53887, 13.20615]",Diyar Simit Evi,Restaurant,Havelstraße 810 Spandau 13597 Berlin,Mon-Sun: 07:45 - 21:00,Turkish,Middle Eastern,Havelstraße 810,Spandau,13597
"[52.53854, 13.20682]",Hasır Spandau,Restaurant,Am Juliusturm Spandau 13597 Berlin,Mon-Sun: 10:00 - 00:00,Turkish,German,Am Juliusturm,Spandau,13597
"[52.5386, 13.20657]",Trattoria Battista,Restaurant,Havelstraße 4 Spandau 13597 Berlin,Mon-Wed: 12:00 - 22:00 Thu-Sat: 12:00 - 23:00 Sun: 13:00 - 22:00,Pizza,Italian,Havelstraße 4,Spandau,13597
"[52.53799, 13.20505]",Altstadtcafe Spandau,Coffee/Tea,Reformationsplatz 3 Spandau 13597 Berlin,Mon-Sat: 09:00 - 19:00 Sun: 10:00 - 19:00,,,Reformationsplatz 3,Spandau,13597
"[52.53819, 13.20309]",Kaffee 26,Coffee/Tea,Jüdenstraße 26 Spandau 13597 Berlin,Mon-Fri: 10:00 - 18:30 Sat: 10:00 - 18:00,,,Jüdenstraße 26,Spandau,13597
"[52.53913, 13.20576]",Beverly Hills Café,Restaurant,Havelstraße 14 Spandau 13597 Berlin,Mon-Sun: 10:00 - 20:00,Brunch,International,Havelstraße 14,Spandau,13597
"[52.538577, 13.206705]",Cubi,Restaurant,Havelstraße 3 Spandau 13597 Berlin,"Mon-Fri: 11:30 - 21:45 Sat, Sun: 13:00 - 21:45",,,Havelstraße 3,Spandau,13597
"[52.53701, 13.20322]",Mangal 24,Restaurant,CarlSchurzStraße 30 Spandau 13597 Berlin,Mon-Fri: 11:00 - 23:00 Sat: 11:00 - 24:00:00 Sun: 12:00 - 23:00,,,CarlSchurzStraße 30,Spandau,13597
"[52.53764, 13.18643]",Pizza Piccolo Mondo Berlin,Restaurant,Seegefelder Straße 75 Spandau 13583 Berlin,Mon-Sun: 11:00 - 22:45,Pizza,Sandwiches,Seegefelder Straße 75,Spandau,13583
"[52.53735, 13.18775]",Hai´S Hanoi Bistro,Restaurant,Seegefelder Straße 65 Spandau 13583 Berlin,Mon-Sat: 11:00 - 22:00 Sun: 16:00 - 22:00,Asian,,Seegefelder Straße 65,Spandau,13583
"[52.53735, 13.18775]",Fa. Fam,Restaurant,Seegefelder Straße 65 Spandau 13583 Berlin,Mon-Fri: 11:00 - 21:00 Sun: 15:00 - 21:00,Asian,Japanese - Sushi,Seegefelder Straße 65,Spandau,13583
"[52.53783, 13.2032]",Ye-Mc,Restaurant,Moritzstraße 2 Spandau 13597 Berlin,,Middle Eastern,,Moritzstraße 2,Spandau,13597
"[52.53933, 13.20523]",Ts Homemade Burger,Snacks/Fast food,CarlSchurzStraße 61 Spandau 13597 Berlin,Mon-Sun: 11:00 - 22:00,Burgers,,CarlSchurzStraße 61,Spandau,13597
"[52.54272, 13.5424]",SUBWAY,Restaurant,Marzahner Promenade 1 Marzahn 12679 Berlin,"Tue-Thu, Sat: 08:30 - 20:15 Fri: 08:30 - 21:15",Sandwiches,,Marzahner Promenade 1,Marzahn,12679
"[52.54356, 13.54238]",Nordsee,Restaurant,Märkische Allee Marzahn 12679 Berlin,Mon-Fri: 10:00 - 20:00 Sat: 10:00 - 21:00,Seafood,,Märkische Allee,Marzahn,12679
"[52.54356, 13.54238]",Eiscafe Promenade,Restaurant,B158 1a Marzahn 12681 Berlin,Mon-Sat: 10:00 - 20:00 Sun: 00:00 - 00:00,Ice cream,Italian,B158 1a,Marzahn,12681
"[52.544101, 13.546136]",Eiscafe Promenade,Restaurant,Märkische Allee Marzahn 12679 Berlin,,,,Märkische Allee,Marzahn,12679
"[52.54835, 13.54777]",Syrtaki,Restaurant,Märkische Allee 210 Marzahn 12679 Berlin,"Mon-Fri: 11:30 - 14:30 Sat, Sun: 11:30 - 23:59",Greek,European,Märkische Allee 210,Marzahn,12679
"[52.54289, 13.54383]",Cocos,Restaurant,Marzahner Promenade Marzahn 12679 Berlin,"Mon-Thu: 10:00 - 20:00 Fri, Sat: 10:00 - 21:00",Asian,Japanese - Sushi,Marzahner Promenade,Marzahn,12679
"[52.54212, 13.5439]",Diego’S Damn Near Delicious Diner,Restaurant,Marzahner Promenade Marzahn 12679 Berlin,,,,Marzahner Promenade,Marzahn,12679
"[52.5419, 13.54172]",American Bowl,Restaurant,Märkische Allee 176 Marzahn 12681 Berlin,Mon-Sat: 10:00 - 12:00 Sun: 09:00 - 12:00,American,German,Märkische Allee 176,Marzahn,12681
"[52.5404, 13.54672]",Ollis Späti,Restaurant,BrunoBaumStraße 25 Marzahn 12685 Berlin,,,,BrunoBaumStraße 25,Marzahn,12685
"[52.54329, 13.54351]",Haiky,Restaurant,Marzahner Promenade 1A Marzahn 12679 Berlin,,,,Marzahner Promenade 1A,Marzahn,12679
"[52.54329, 13.54351]",Cafè Fuffzn,Restaurant,Marzahner Promenade 1A Marzahn 12679 Berlin,Mon-Sat: 08:00 - 20:00,,,Marzahner Promenade 1A,Marzahn,12679
"[52.543374, 13.547566]",Grillo Imbiss,Restaurant,Marzahner Promenade Marzahn 12679 Berlin,,,,Marzahner Promenade,Marzahn,12679
"[52.5419, 13.54172]",Marzahner Discotheken GmbH & Co,Sport Facility/Venue,Märkische Allee 176 Marzahn 12681 Berlin,,American,,Märkische Allee 176,Marzahn,12681
"[52.54363, 13.54328]",Bok and Cocos Marzahn,Restaurant,Märkische Allee Marzahn 12681 Berlin,,,,Märkische Allee,Marzahn,12681
"[52.54329, 13.54351]",Ciao Bella Eastgate,Restaurant,Marzahner Promenade 1A Marzahn 12679 Berlin,"Mon-Thu: 10:00 - 20:00 Fri, Sat: 10:00 - 21:00",Pizza,Italian,Marzahner Promenade 1A,Marzahn,12679
"[52.54276, 13.54422]",Immergrün,Restaurant,Marzahner Promenade Marzahn 12679 Berlin,Mon-Sat: 10:00 - 20:00,Sandwiches,Natural/Healthy,Marzahner Promenade,Marzahn,12679
"[52.54545, 13.55308]",Van Lang Restaurant,Restaurant,Marzahner Promenade 42 Marzahn 12679 Berlin,"Mon, Wed, Thu: 11:00 - 22:00 Fri-Sun: 11:00 - 22:30",Asian,Japanese - Sushi,Marzahner Promenade 42,Marzahn,12679
"[52.5419, 13.54172]",King Wok - le Prom,Restaurant,Märkische Allee 176 Marzahn 12681 Berlin,Mon-Sun: 11:30 - 23:00,Asian,Japanese - Sushi,Märkische Allee 176,Marzahn,12681
"[52.54492, 13.54955]",La Gondola Eiscafé,Food & Drink,Marzahner Promenade 31 Marzahn 12679 Berlin,Mon-Sun: 10:00 - 19:00,Ice cream,,Marzahner Promenade 31,Marzahn,12679
"[52.54272, 13.5424]",BURGER KING,Snacks/Fast food,Marzahner Promenade 1 Marzahn 12679 Berlin,Mon-Sat: 09:00 - 23:00 Sun: 10:00 - 23:00,Burgers,Hot Dogs,Marzahner Promenade 1,Marzahn,12679
"[52.54329, 13.54351]",Mumbai,Restaurant,Marzahner Promenade 1A Marzahn 12679 Berlin,Mon-Sat: 10:00 - 22:00,Asian,Indian,Marzahner Promenade 1A,Marzahn,12679
"[52.54498, 13.55086]",Esswirtschaft,Restaurant,Marzahner Promenade 36 Marzahn 12679 Berlin,,,,Marzahner Promenade 36,Marzahn,12679
"[52.53726, 13.53815]",Play Off Berlin,Snacks/Fast food,Märkische Allee Marzahn 12681 Berlin,,German,,Märkische Allee,Marzahn,12681
"[52.53656, 13.54487]",Cafe Restaurant Regina,Restaurant,Am Schmeding 5 Marzahn 12685 Berlin,,German,International,Am Schmeding 5,Marzahn,12685
"[52.55353, 13.53962]",Natürlich Essen Berlin-Brandenburg,Business/Industry,Bitterfelder Straße 19 Marzahn 12681 Berlin,,,,Bitterfelder Straße 19,Marzahn,12681
"[52.53605, 13.54282]",Ristorante BB Paparazzi,Restaurant,BrunoBaumStraße 71 Marzahn 12685 Berlin,,Italian,,BrunoBaumStraße 71,Marzahn,12685
"[52.54346, 13.56119]",Landhaus Marzahner Krug,Restaurant,AltMarzahn 49 Marzahn 12685 Berlin,Mon-Sun: 11:30 - 12:00,Asian,German,AltMarzahn 49,Marzahn,12685
"[52.5458, 13.53717]",Zur Kleinen Pause,Restaurant,Boxberger Straße 4 Marzahn 12681 Berlin,Mon-Fri: 06:30 - 14:00,,,Boxberger Straße 4,Marzahn,12681
"[52.53428, 13.55088]",Burgerme,Restaurant,Allee der Kosmonauten 151A Marzahn 12681 Berlin,Mon-Sun: 11:00 - 23:00,,,Allee der Kosmonauten 151A,Marzahn,12681
"[52.533962, 13.55088]",BB-Tea For You...,Restaurant,Allee der Kosmonauten Marzahn 12681 Berlin,,,,Allee der Kosmonauten,Marzahn,12681
"[52.55611, 13.55849]",Marzano,Restaurant,Mehrower Allee 18 Marzahn 12687 Berlin,Mon-Sun: 11:00 - 00:00,Mediterranean,Pizza,Mehrower Allee 18,Marzahn,12687
"[52.53427, 13.55154]",Sushi For You,Eat & Drink,Allee der Kosmonauten 151C Marzahn 12681 Berlin,"Mon-Thu, Sun: 11:00 - 23:00 Fri, Sat: 11:00 - 23:30",Asian,Japanese - Sushi,Allee der Kosmonauten 151C,Marzahn,12681
"[52.53545, 13.55643]",Cafe 4 Landen,Restaurant,Vierlandenstraße 43 Marzahn 12685 Berlin,,German,,Vierlandenstraße 43,Marzahn,12685
"[52.55524, 13.55992]",Eiskristal,Eat & Drink,LudwigRennStraße 72 Marzahn 12687 Berlin,,Turkish,Asian,LudwigRennStraße 72,Marzahn,12687
"[52.53459, 13.56195]",Calypso,Restaurant,Geißenweide 6 Marzahn 12685 Berlin,Mon-Sat: 12:00 - 23:00 Sun: 12:00 - 18:00,German,International,Geißenweide 6,Marzahn,12685
"[52.54987, 13.56338]",Akis Cafe und Bar,Going Out,JanPetersenStraße 20 Marzahn 12679 Berlin,,,,JanPetersenStraße 20,Marzahn,12679
"[52.53671, 13.56362]",Bistro Castello,Restaurant,Kienbergstraße 21 Marzahn 12685 Berlin,,International,,Kienbergstraße 21,Marzahn,12685
"[52.53459, 13.56195]",Kokoro,Restaurant,Geißenweide 6 Marzahn 12685 Berlin,Mon-Thu: 16:00 - 22:00 Fri-Sun: 12:00 - 22:30,Asian,Vietnamese,Geißenweide 6,Marzahn,12685
"[52.53428, 13.55088]",Restaurant la Plata,Restaurant,Allee der Kosmonauten 151A Marzahn 12681 Berlin,,,,Allee der Kosmonauten 151A,Marzahn,12681
"[52.53437, 13.55261]",Doy Doy,Restaurant,Fichtelbergstraße 5 Marzahn 12685 Berlin,,Turkish,Middle Eastern,Fichtelbergstraße 5,Marzahn,12685
"[52.55524, 13.55992]",Restaurant-Automatencasino,Restaurant,LudwigRennStraße 72 Marzahn 12687 Berlin,,,,LudwigRennStraße 72,Marzahn,12687
"[52.5345, 13.55131]",Grüne Geiß,Food & Drink,Allee der Kosmonauten 151 Marzahn 12681 Berlin,Mon-Fri: 07:30 - 19:00 Sat: 08:00 - 14:00,Ice cream,,Allee der Kosmonauten 151,Marzahn,12681
"[52.54214, 13.56314]",Sakura Garten,Restaurant,AltMarzahn 70 Marzahn 12685 Berlin,Mon-Sun: 11:00 - 22:00,Asian,Japanese - Sushi,AltMarzahn 70,Marzahn,12685
"[52.55775, 13.55446]",Happy Burger Marzahn,Snacks/Fast food,Märkische Allee Marzahn 12687 Berlin,,Burgers,,Märkische Allee,Marzahn,12687
"[52.53437, 13.55261]",Ari's Diner,Snacks/Fast food,Fichtelbergstraße 5 Marzahn 12685 Berlin,,Hot Dogs,,Fichtelbergstraße 5,Marzahn,12685
"[52.53478, 13.55169]",Cafe Krumelkeks,Restaurant,Allee der Kosmonauten 151F Marzahn 12681 Berlin,Mon-Sun: 09:00 - 19:00,Ice cream,,Allee der Kosmonauten 151F,Marzahn,12681
"[52.53554, 13.5379]",Polizeikantine Marzahn Dir.6,Restaurant,Märkische Allee 174 Marzahn 12681 Berlin,Mon-Thu: 06:30 - 14:00 Fri: 06:30 - 13:30,,,Märkische Allee 174,Marzahn,12681
"[52.54987, 13.56338]",Café Gorodok - Russische Spezialitäten,Food & Drink,JanPetersenStraße 20 Marzahn 12679 Berlin,,Russian,,JanPetersenStraße 20,Marzahn,12679
"[52.575315, 13.293836]",Madi - Zelt der Sinne,"Theatre, Music & Culture",Bernauer Straße Tegel 13507 Berlin,Mon-Fri: 10:00 - 14:00 Sat: 16:00 - 19:00,Mediterranean,Middle Eastern,Bernauer Straße,Tegel,13507
"[52.57848, 13.2978]",BURGER KING,Restaurant,Holzhauser Straße Tegel 13509 Berlin,Mon-Sat: 09:00 - 23:59 Sun: 10:00 - 01:00,,,Holzhauser Straße,Tegel,13509
"[52.57698, 13.29336]",Dubrovnik,Restaurant,Berliner Straße 54 Tegel 13507 Berlin,Mon-Sun: 11:00 - 23:00,Balkan,Grill,Berliner Straße 54,Tegel,13507
"[52.57924, 13.30136]",Kimiko-Sushi.De,Restaurant,Holzhauser Straße 48 Tegel 13509 Berlin,"Mon, Wed-Fri: 11:00 - 22:00 Sat: 15:00 - 22:00 Sun: 13:00 - 22:00",Asian,Japanese - Sushi,Holzhauser Straße 48,Tegel,13509
"[52.58365, 13.28643]",Waffelzauber,Coffee/Tea,Am Borsigturm 9 Tegel 13507 Berlin,"Mon-Thu, Sun: 12:00 - 20:00 Fri, Sat: 12:00 - 21:00",European,,Am Borsigturm 9,Tegel,13507
"[52.58364, 13.28737]",Borsig-B,Restaurant,Am Borsigturm 1 Tegel 13507 Berlin,"Mon, Tue: 09:00 - 22:00 Wed-Sun: 18:00 - 22:00",,,Am Borsigturm 1,Tegel,13507
"[52.56775, 13.31133]",Burgercity Scharnweberstraße,Restaurant,Scharnweberstraße 82 Reinickendorf 13405 Berlin,Mon-Thu: 10:00 - 01:30 Fri: 15:00 - 02:30 Sat: 15:00 - 02:39 Sun: 10:00 - 00:00,Burgers,,Scharnweberstraße 82,Reinickendorf,13405
"[52.5807, 13.3024]",Restaurant Aventuras,Restaurant,Holzhauser Straße 59 Wittenau 13509 Berlin,"Mon-Thu: 11:00 - 23:00 Fri: 11:00 - 00:00, 12:00 - 23:59 Sat: 12:00 - 00:00, 12:00 - 23:59 Sun: 12:00 - 23:00",Spanish,Mexican,Holzhauser Straße 59,Wittenau,13509
"[52.56798, 13.31258]",Toscana,Restaurant,Scharnweberstraße Reinickendorf 13405 Berlin,,Pizza,,Scharnweberstraße,Reinickendorf,13405
"[52.57235, 13.30842]",Restaurant Dalmacija,Restaurant,AugusteViktoriaAllee 52 Reinickendorf 13403 Berlin,Mon-Sat: 12:00 - 23:00 Sun: 12:00 - 22:00,Balkan,,AugusteViktoriaAllee 52,Reinickendorf,13403
"[52.5715, 13.28513]",SV Reinickendorf 1896 E. V.,Restaurant,Finnentroper Weg 38 Tegel 13507 Berlin,,German,,Finnentroper Weg 38,Tegel,13507
"[52.58339, 13.30135]",Atma - Indische Küche,Restaurant,Räuschstraße 57A Wittenau 13509 Berlin,Tue-Sat: 12:00 - 22:00 Sun: 12:00 - 21:00,Asian,Indian,Räuschstraße 57A,Wittenau,13509
"[52.57914, 13.3086]",Café Casino im Tegel-Forum,Restaurant,Breitenbachstraße 10 Wittenau 13509 Berlin,,,,Breitenbachstraße 10,Wittenau,13509
"[52.5837, 13.3009]",Makedonija Grill,Restaurant,Ernststraße 59 Wittenau 13509 Berlin,"Mon, Tue, Thu-Sat: 12:00 - 22:00 Sun: 12:00 - 21:00",,,Ernststraße 59,Wittenau,13509
"[52.56775, 13.31133]",Burgerzimmer XIII,Restaurant,Scharnweberstraße 82 Reinickendorf 13405 Berlin,,,,Scharnweberstraße 82,Reinickendorf,13405
"[52.56821, 13.31019]",Asado,Restaurant,Scharnweberstraße 67 Reinickendorf 13405 Berlin,Mon-Sun: 11:00 - 23:59,American,Steak,Scharnweberstraße 67,Reinickendorf,13405
"[52.5837, 13.3009]",Zadar Restaurant,Restaurant,Ernststraße 59 Wittenau 13509 Berlin,Mon-Sun: 12:00 - 23:00,International,German,Ernststraße 59,Wittenau,13509
"[52.58276, 13.2901]",Trattoria Monticchiello,Restaurant,Berliner Straße 70 Tegel 13507 Berlin,Tue-Thu: 12:00 - 22:00 Fri-Sun: 15:00 - 22:00,Pizza,European,Berliner Straße 70,Tegel,13507
"[52.56775, 13.31133]",Cafe Caliente,Restaurant,Scharnweberstraße 82 Reinickendorf 13405 Berlin,,,,Scharnweberstraße 82,Reinickendorf,13405
"[52.57155, 13.30894]",Café Titanic,Restaurant,AugusteViktoriaAllee 54 Reinickendorf 13403 Berlin,,German,,AugusteViktoriaAllee 54,Reinickendorf,13403
"[52.58311, 13.30049]",L'Acordo,Restaurant,Ernststraße 54 Wittenau 13509 Berlin,,Italian,,Ernststraße 54,Wittenau,13509
"[52.5831, 13.29762]",Wilde Maus Berlin,Restaurant,Ernststraße 33 Wittenau 13509 Berlin,,,,Ernststraße 33,Wittenau,13509
"[52.5809, 13.3036]",Polo' S,Snacks/Fast food,Holzhauser Straße 62 Wittenau 13509 Berlin,,German,,Holzhauser Straße 62,Wittenau,13509
"[52.58412, 13.28739]",SUBWAY,Restaurant,Am Borsigturm 4 Tegel 13507 Berlin,Mon-Sat: 10:00 - 20:00 Sun: 13:00 - 20:00,Sandwiches,,Am Borsigturm 4,Tegel,13507
"[52.58394, 13.28675]",Café Animor,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,"Mon-Thu: 08:30 - 21:00 Fri, Sat: 08:30 - 22:00 Sun: 09:30 - 19:00",Pizza,Brunch,Am Borsigturm 2,Tegel,13507
"[52.58394, 13.28675]",McDonald's,Snacks/Fast food,Am Borsigturm 2 Tegel 13507 Berlin,"Mon-Thu: 08:00 - 23:00 Fri, Sat: 08:00 - 23:59 Sun: 10:00 - 22:00",Burgers,Hot Dogs,Am Borsigturm 2,Tegel,13507
"[52.58394, 13.28675]",Doner Factory,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sat: 09:30 - 20:00,Turkish,American,Am Borsigturm 2,Tegel,13507
"[52.57923, 13.31714]",Bistro Zam Zam,Restaurant,Eichborndamm 116 Wittenau 13403 Berlin,"Mon-Thu: 07:00 - 15:00 Sat, Sun: 11:30 - 21:30",Lebanese,Middle Eastern,Eichborndamm 116,Wittenau,13403
"[52.57098, 13.31553]",Zum Krug,Restaurant,AugusteViktoriaAllee 67 Reinickendorf 13403 Berlin,,German,,AugusteViktoriaAllee 67,Reinickendorf,13403
"[52.58668, 13.2852]",Asador,Restaurant,Schlieperstraße 69 Tegel 13507 Berlin,,Steak,Grill,Schlieperstraße 69,Tegel,13507
"[52.58394, 13.28675]",Thai Nippon Bar,Restaurant,Am Borsigturm 2 Tegel 13507 Berlin,Mon-Sat: 10:30 - 20:00,Asian,,Am Borsigturm 2,Tegel,13507
